Date,ADAWE BIKE,ADAWE PED,ALEX,COBY,CRTZ,LBAY,LLYN,LMET,OBVW,OGLD,ORPY,OYNG,PORTAGE,SOMO
2010-01-01,,,0,0,,,,,,,0,,,
2010-01-02,,,0,0,,,,,,,0,,,
2010-01-03,,,0,0,,,,,,,0,,,
2010-01-04,,,0,0,,,,,,,0,,,
2010-01-05,,,0,0,,,,,,,0,,,
2010-01-06,,,0,0,,,,,,,0,,,
2010-01-07,,,0,0,,,,,,,0,,,
2010-01-08,,,0,0,,,,,,,0,,,
2010-01-09,,,0,0,,,,,,,0,,,
2010-01-10,,,0,0,,,,,,,0,,,
2010-01-11,,,0,0,,,,,,,0,,,
2010-01-12,,,0,0,,,,,,,0,,,
2010-01-13,,,0,0,,,,,,,0,,,
2010-01-14,,,0,0,,,,,,,0,,,
2010-01-15,,,0,0,,,,,,,0,,,
2010-01-16,,,0,0,,,,,,,0,,,
2010-01-17,,,0,0,,,,,,,0,,,
2010-01-18,,,0,0,,,,,,,0,,,
2010-01-19,,,0,0,,,,,,,0,,,
2010-01-20,,,0,0,,,,,,,0,,,
2010-01-21,,,0,0,,,,,,,0,,,
2010-01-22,,,0,0,,,,,,,0,,,
2010-01-23,,,0,0,,,,,,,0,,,
2010-01-24,,,0,0,,,,,,,0,,,
2010-01-25,,,0,0,,,,,,,0,,,
2010-01-26,,,0,0,,,,,,,0,,,
2010-01-27,,,0,0,,,,,,,0,,,
2010-01-28,,,3,0,,,,,,,0,,,
2010-01-29,,,0,0,,,,,,,0,,,
2010-01-30,,,0,0,,,,,,,0,,,
2010-01-31,,,0,0,,,,,,,0,,,
2010-02-01,,,0,0,,,,,,,0,,,
2010-02-02,,,1,0,,,,,,,0,,,
2010-02-03,,,0,0,,,,,,,0,,,
2010-02-04,,,2,0,,,,,,,0,,,
2010-02-05,,,3,67,,,,,,,0,,,
2010-02-06,,,3,35,,,,,,,0,,,
2010-02-07,,,0,41,,,,,,,0,,,
2010-02-08,,,4,74,,,,,,,0,,,
2010-02-09,,,1,93,,,,,,,0,,,
2010-02-10,,,0,120,,,,,,,0,,,
2010-02-11,,,0,83,,,,,,,0,,,
2010-02-12,,,0,89,,,,,,,0,,,
2010-02-13,,,0,43,,,,,,,0,,,
2010-02-14,,,0,46,,,,,,,0,,,
2010-02-15,,,0,53,,,,,,,0,,,
2010-02-16,,,0,88,,,,,,,0,,,
2010-02-17,,,0,67,,,,,,,0,,,
2010-02-18,,,0,76,,,,,,,0,,,
2010-02-19,,,0,80,,,,,,,0,,,
2010-02-20,,,0,54,,,,,,,0,,,
2010-02-21,,,0,42,,,,,,,0,,,
2010-02-22,,,0,77,,,,,,,0,,,
2010-02-23,,,0,65,,,,,,,0,,,
2010-02-24,,,0,51,,,,,,,0,,,
2010-02-25,,,0,51,,,,,,,0,,,
2010-02-26,,,0,47,,,,,,,0,,,
2010-02-27,,,0,30,,,,,,,0,,,
2010-02-28,,,2,59,,,,,,,0,,,
2010-03-01,,,9,115,,,,,,,0,,,
2010-03-02,,,12,136,,,,,,,0,,,
2010-03-03,,,47,167,,,,,,,0,,,
2010-03-04,,,86,177,,,,,,,0,,,
2010-03-05,,,79,246,,,,,,,0,,,
2010-03-06,,,145,258,,,,,,,0,,,
2010-03-07,,,218,363,,,,,,,0,,,
2010-03-08,,,346,305,,,,,,,0,,,
2010-03-09,,,362,334,,,,,,,0,,,
2010-03-10,,,396,349,,,,,,,0,,,
2010-03-11,,,416,346,,,,,,,0,,,
2010-03-12,,,397,260,,,,,,,0,,,
2010-03-13,,,208,183,,,,,,,0,,,
2010-03-14,,,76,49,,,,,,,0,,,
2010-03-15,,,523,337,,,,,,,0,,,
2010-03-16,,,746,583,,,,,,,0,,,
2010-03-17,,,728,615,,,,,,,0,,,
2010-03-18,,,666,511,,,,,,,0,,,
2010-03-19,,,694,631,,,,,,,109,,,
2010-03-20,,,323,283,,,,,,,368,,,
2010-03-21,,,250,238,,,,,,,354,,,
2010-03-22,,,566,347,,,,,,,552,,,
2010-03-23,,,256,121,,,,,,,137,,,
2010-03-24,,,602,390,,,,,,,667,,,
2010-03-25,,,586,388,,,,,,,651,,,
2010-03-26,,,369,206,,,,,,,217,,,
2010-03-27,,,197,207,,,,,,,242,,,
2010-03-28,,,264,247,,,,,,,396,,,
2010-03-29,,,262,189,,,,,,,295,,,
2010-03-30,,,597,376,,,,,,,771,,,
2010-03-31,,,778,563,,,,,,,1157,,,
2010-04-01,,,914,696,,,,,,,1517,,,
2010-04-02,,,1076,1463,,,,,,,2779,,,
2010-04-03,,,989,1312,,,,,,,2092,,,
2010-04-04,,,865,1108,,,,,,,1809,,,
2010-04-05,,,387,440,,,,,,,852,,,
2010-04-06,,,955,522,,,,,,,1209,,,
2010-04-07,,,547,304,,,,,,,519,,,
2010-04-08,,,545,256,,,,,,,592,,,
2010-04-09,,,656,337,,,,,,,709,,,
2010-04-10,,,386,448,,,,,,,543,,,
2010-04-11,,,456,493,,,,,,,786,,,
2010-04-12,,,1050,597,,,,,,,1420,,,
2010-04-13,,,1265,826,,,,,,,1773,,,
2010-04-14,,,1475,1023,,,,,,,1933,,,
2010-04-15,,,1121,646,,,,,,,1128,,,
2010-04-16,,,499,271,,,,,,,444,,,
2010-04-17,,,179,156,,,,,,,125,,,
2010-04-18,,,646,587,,,,,,,935,,,
2010-04-19,,,1375,839,,,,,,,1804,,,
2010-04-20,,,1566,1043,,,,,,,2057,,,
2010-04-21,,,1456,951,,,,,,,1904,,,
2010-04-22,,,1141,587,,,,,,,1164,,,
2010-04-23,,,1243,803,,,,,,,1595,,,
2010-04-24,,,1140,1411,,,,,,,2054,,,
2010-04-25,,,975,1153,,,,,,,1501,,,
2010-04-26,,,1504,1151,,,,,,,2150,,,
2010-04-27,,,625,272,,,,,,,460,,,
2010-04-28,,,1285,703,,,,,,,1242,,,
2010-04-29,,,1583,974,,,,,,,1761,,,
2010-04-30,,,1414,877,,,,,,,1531,,,
2010-05-01,,,663,867,,,,,,,1023,,,
2010-05-02,,,780,1054,,,,,,,1808,,,
2010-05-03,,,674,702,,,,,,,1194,,,
2010-05-04,,,539,857,,,,,,,1560,,,
2010-05-05,,,577,1211,,,,,,,2335,,,
2010-05-06,,,1159,858,,,,,,,1419,,,
2010-05-07,,,1205,914,,,,,,,1847,,,
2010-05-08,,,114,184,,,,,,,85,,,
2010-05-09,,,223,174,,,,,,,166,,,
2010-05-10,,,1013,749,,,,,,,1470,,,
2010-05-11,,,1375,1148,,,,,,,2104,,,
2010-05-12,,,1373,1029,,,,,,,2046,,,
2010-05-13,,,1481,1218,,,,,,,2315,,,
2010-05-14,,,1035,926,,,,,,,1295,,,
2010-05-15,,,723,1123,,,,,,,1139,,,
2010-05-16,,,1499,2189,,,,,,,3418,,,
2010-05-17,,,1536,1533,,,,,,,3119,,,
2010-05-18,,,1724,1493,,,,,,,2924,,,
2010-05-19,,,1871,1776,,,,,,,3084,,,
2010-05-20,,,1507,1521,,,,,,,2511,,,
2010-05-21,,,1513,1749,,,,,,,2685,,,
2010-05-22,,,774,1095,,,,,,,1166,,,
2010-05-23,,,1412,1601,,,,,,,2651,,,
2010-05-24,,,1335,1982,,,,,,,3446,,,
2010-05-25,,,1555,1468,,,,,,,2779,,,
2010-05-26,,,1520,1510,,,,,,,2579,,,
2010-05-27,,,1831,1522,,,,,,,2699,,,
2010-05-28,,,1563,1620,,,,,,,2428,,,
2010-05-29,,,965,1313,,,,,,,1992,,,
2010-05-30,,,1014,1196,,,,,,,1654,,,
2010-05-31,,,1455,1221,,,,,,,2601,,,
2010-06-01,,,0,1103,,,,,,,1405,,,
2010-06-02,,,0,1469,,,,,,,2809,,,
2010-06-03,,,0,1012,,,,,,,1630,,,
2010-06-04,,,0,1631,,,,,,,2957,,,
2010-06-05,,,0,837,,,,,,,879,,,
2010-06-06,,,0,256,,,,,,,288,,,
2010-06-07,,,0,1276,,,,,,,2640,,,
2010-06-08,,,0,1420,,,,,,,3180,,,
2010-06-09,,,0,1259,,,,,,,2393,,,
2010-06-10,,,0,952,,,,,,,1176,,,
2010-06-11,,,0,1589,,,,,,,2933,,,
2010-06-12,,,0,674,,,,,,,930,,,
2010-06-13,,,0,1326,,,,,,,2761,,,
2010-06-14,,,0,1123,,,,,,,2021,,,
2010-06-15,,,0,1806,,,,,,,3525,,,
2010-06-16,,,0,731,,,,,,,1182,,,
2010-06-17,,,0,1965,,,,,,,2828,,,
2010-06-18,,,0,1761,,,,,,,3040,,,
2010-06-19,,,0,965,,,,,,,1233,,,
2010-06-20,,,0,1098,,,,,,,2152,,,
2010-06-21,,,0,1796,,,,,,,3616,,,
2010-06-22,,,0,1555,,,,,,,2660,,,
2010-06-23,,,0,1571,,,,,,,2260,,,
2010-06-24,,,0,1072,,,,,,,1451,,,
2010-06-25,,,0,1664,,,,,,,2822,,,
2010-06-26,,,0,606,,,,,,,891,,,
2010-06-27,,,0,1000,,,,,,,2033,,,
2010-06-28,,,0,929,,,,,,,1778,,,
2010-06-29,,,0,1028,,,,,,,2041,,,
2010-06-30,,,0,1135,,,,,,,1952,,,
2010-07-01,,,0,2008,,,,,,,4060,,,
2010-07-02,,,0,1714,,,,,,,2724,,,
2010-07-03,,,0,1612,,,,,,,2150,,,
2010-07-04,,,0,982,,,,,,,2113,,,
2010-07-05,,,0,1267,,,,,,,2777,,,
2010-07-06,,,0,1294,,,,,,,3156,,,
2010-07-07,,,0,1275,,,,,,,2857,,,
2010-07-08,,,0,1183,,,,,,,2617,,,
2010-07-09,,,0,854,,,,,,,1799,,,
2010-07-10,,,0,1239,,,,,,,2748,,,
2010-07-11,,,0,1120,,,,,,,3077,,,
2010-07-12,,,0,1590,,,,,,,2915,,,
2010-07-13,,,0,822,,,,,,,2173,,,
2010-07-14,,,0,1644,,,,,,,4269,,,
2010-07-15,,,0,1533,,,,,,,3613,,,
2010-07-16,,,0,1153,,,,,,,2788,,,
2010-07-17,,,0,1272,,,,,,,2239,,,
2010-07-18,,,0,1119,,,,,,,3018,,,
2010-07-19,,,0,881,,,,,,,1351,,,
2010-07-20,,,0,1696,,,,,,,3535,,,
2010-07-21,,,0,1277,,,,,,,2281,,,
2010-07-22,,,0,1737,,,,,,,3217,,,
2010-07-23,,,0,918,,,,,,,1652,,,
2010-07-24,,,0,1164,,,,,,,1945,,,
2010-07-25,,,0,1201,,,,,,,2295,,,
2010-07-26,,,0,1413,,,,,,,3145,,,
2010-07-27,,,0,1659,,,,,,,3269,,,
2010-07-28,,,0,1201,,,,,,,2140,,,
2010-07-29,,,0,1653,,,,,,,2823,,,
2010-07-30,,,0,1509,,,,,,,2447,,,
2010-07-31,,,0,1623,,,,,,,2033,,,
2010-08-01,,,0,1414,,,,,,,2522,,,
2010-08-02,,,0,1222,,,,,,,2065,,,
2010-08-03,,,0,631,,,,,,,1006,,,
2010-08-04,,,0,1162,,,,,,,1803,,,
2010-08-05,,,0,1239,,,,,,,2267,,,
2010-08-06,,,0,1377,,,,,,,2090,,,
2010-08-07,,,0,1640,,,,,,,2199,,,
2010-08-08,,,0,602,,,,,,,939,,,
2010-08-09,,,0,1251,,,,,,,2527,,,
2010-08-10,,,0,1238,,,,,,,2649,,,
2010-08-11,,,0,1489,,,,,,,3024,,,
2010-08-12,,,0,1419,,,,,,,2763,,,
2010-08-13,,,0,1382,,,,,,,2506,,,
2010-08-14,,,0,1219,,,,,,,1931,,,
2010-08-15,,,0,152,,,,,,,152,,,
2010-08-16,,,0,1054,,,,,,,1928,,,
2010-08-17,,,0,1367,,,,,,,2877,,,
2010-08-18,,,0,1501,,,,,,,2902,,,
2010-08-19,,,0,1098,,,,,,,1865,,,
2010-08-20,,,0,1352,,,,,,,2478,,,
2010-08-21,,,0,515,,,,,,,611,,,
2010-08-22,,,0,313,,,,,,,386,,,
2010-08-23,,,0,781,,,,,,,1251,,,
2010-08-24,,,0,1369,,,,,,,3192,,,
2010-08-25,,,0,1032,,,,,,,2350,,,
2010-08-26,,,0,891,,,,,,,1809,,,
2010-08-27,,,0,1383,,,,,,,2365,,,
2010-08-28,,,0,1276,,,,,,,2071,,,
2010-08-29,,,0,1094,,,,,,,2074,,,
2010-08-30,,,0,1147,,,,,,,2731,,,
2010-08-31,,,0,1020,,,,,,,2575,,,
2010-09-01,,,0,1117,,,,,,,2436,,,
2010-09-02,,,0,818,,,,,,,1800,,,
2010-09-03,,,0,915,,,,,,,1572,,,
2010-09-04,,,0,710,,,,,,,980,,,
2010-09-05,,,0,767,,,,,,,999,,,
2010-09-06,,,0,881,,,,,,,1277,,,
2010-09-07,,,0,733,,,,,,,1378,,,
2010-09-08,,,0,752,,,,,,,1310,,,
2010-09-09,,,0,721,,,,,,,1205,,,
2010-09-10,,,0,1017,,,,,,,2171,,,
2010-09-11,,,0,1452,,,,,,,2201,,,
2010-09-12,,,0,380,,,,,,,493,,,
2010-09-13,,,0,685,,,,,,,1341,,,
2010-09-14,,,0,896,,,,,,,1913,,,
2010-09-15,,,0,893,,,,,,,1857,,,
2010-09-16,,,0,440,,,,,,,934,,,
2010-09-17,,,0,952,,,,,,,1966,,,
2010-09-18,,,0,941,,,,,,,1142,,,
2010-09-19,,,0,1106,,,,,,,2077,,,
2010-09-20,,,0,1054,,,,,,,2177,,,
2010-09-21,,,0,656,,,,,,,1650,,,
2010-09-22,,,0,700,,,,,,,1412,,,
2010-09-23,,,0,834,,,,,,,1576,,,
2010-09-24,,,0,622,,,,,,,1112,,,
2010-09-25,,,0,544,,,,,,,675,,,
2010-09-26,,,0,328,,,,,,,350,,,
2010-09-27,,,0,564,,,,,,,1199,,,
2010-09-28,,,0,496,,,,,,,763,,,
2010-09-29,,,0,634,,,,,,,1403,,,
2010-09-30,,,0,404,,,,,,,823,,,
2010-10-01,,,0,722,,,,,,,1297,,,
2010-10-02,,,0,554,,,,,,,651,,,
2010-10-03,,,0,535,,,,,,,908,,,
2010-10-04,,,0,710,,,,,,,1548,,,
2010-10-05,,,0,942,,,,,,,2064,,,
2010-10-06,,,0,427,,,,,,,793,,,
2010-10-07,,,0,656,,,,,,,1176,,,
2010-10-08,,,0,686,,,,,,,1300,,,
2010-10-09,,,0,663,,,,,,,668,,,
2010-10-10,,,0,508,,,,,,,816,,,
2010-10-11,,,0,610,,,,,,,1031,,,
2010-10-12,,,0,673,,,,,,,1387,,,
2010-10-13,,,0,822,,,,,,,1628,,,
2010-10-14,,,0,367,,,,,,,659,,,
2010-10-15,,,0,327,,,,,,,472,,,
2010-10-16,,,0,508,,,,,,,579,,,
2010-10-17,,,0,498,,,,,,,813,,,
2010-10-18,,,0,619,,,,,,,1288,,,
2010-10-19,,,0,583,,,,,,,1126,,,
2010-10-20,,,0,627,,,,,,,1207,,,
2010-10-21,,,0,432,,,,,,,683,,,
2010-10-22,,,0,416,,,,,,,744,,,
2010-10-23,,,0,416,,,,,,,538,,,
2010-10-24,,,0,103,,,,,,,84,,,
2010-10-25,,,0,337,,,,,,,688,,,
2010-10-26,,,0,506,,,,,,,1311,,,
2010-10-27,,,0,666,,,,,,,1503,,,
2010-10-28,,,0,480,,,,,,,893,,,
2010-10-29,,,0,417,,,,,,,710,,,
2010-10-30,,,0,117,,,,,,,119,,,
2010-10-31,,,0,112,,,,,,,93,,,
2010-11-01,,,0,369,,,,,,,710,,,
2010-11-02,,,0,422,,,,,,,895,,,
2010-11-03,,,0,406,,,,,,,976,,,
2010-11-04,,,0,273,,,,,,,494,,,
2010-11-05,,,0,217,,,,,,,404,,,
2010-11-06,,,0,229,,,,,,,161,,,
2010-11-07,,,0,226,,,,,,,315,,,
2010-11-08,,,0,379,,,,,,,809,,,
2010-11-09,,,0,407,,,,,,,898,,,
2010-11-10,,,0,424,,,,,,,943,,,
2010-11-11,,,0,333,,,,,,,555,,,
2010-11-12,,,0,391,,,,,,,791,,,
2010-11-13,,,0,303,,,,,,,550,,,
2010-11-14,,,0,215,,,,,,,320,,,
2010-11-15,,,0,340,,,,,,,884,,,
2010-11-16,,,0,418,,,,,,,923,,,
2010-11-17,,,0,181,,,,,,,365,,,
2010-11-18,,,0,315,,,,,,,609,,,
2010-11-19,,,0,233,,,,,,,457,,,
2010-11-20,,,0,131,,,,,,,127,,,
2010-11-21,,,0,95,,,,,,,112,,,
2010-11-22,,,0,119,,,,,,,159,,,
2010-11-23,,,0,202,,,,,,,435,,,
2010-11-24,,,0,217,,,,,,,503,,,
2010-11-25,,,0,164,,,,,,,404,,,
2010-11-26,,,0,53,,,,,,,50,,,
2010-11-27,,,0,24,,,,,,,11,,,
2010-11-28,,,0,28,,,,,,,4,,,
2010-11-29,,,0,158,,,,,,,111,,,
2010-11-30,,,0,128,,,,,,,143,,,
2010-12-01,,,0,70,,,,,,,148,,,
2010-12-02,,,0,127,,,,,,,262,,,
2010-12-03,,,0,97,,,,,,,178,,,
2010-12-04,,,0,63,,,,,,,69,,,
2010-12-05,,,0,39,,,,,,,36,,,
2010-12-06,,,0,39,,,,,,,56,,,
2010-12-07,,,0,53,,,,,,,54,,,
2010-12-08,,,0,47,,,,,,,45,,,
2010-12-09,,,0,43,,,,,,,41,,,
2010-12-10,,,0,44,,,,,,,33,,,
2010-12-11,,,0,21,,,,,,,14,,,
2010-12-12,,,0,14,,,,,,,3,,,
2010-12-13,,,0,18,,,,,,,10,,,
2010-12-14,,,0,31,,,,,,,3,,,
2010-12-15,,,0,34,,,,,,,3,,,
2010-12-16,,,0,38,,,,,,,0,,,
2010-12-17,,,0,36,,,,,,,3,,,
2010-12-18,,,0,22,,,,,,,1,,,
2010-12-19,,,0,9,,,,,,,2,,,
2010-12-20,,,0,16,,,,,,,1,,,
2010-12-21,,,0,19,,,,,,,2,,,
2010-12-22,,,0,12,,,,,,,1,,,
2010-12-23,,,0,23,,,,,,,0,,,
2010-12-24,,,0,11,,,,,,,1,,,
2010-12-25,,,0,9,,,,,,,1,,,
2010-12-26,,,0,12,,,,,,,1,,,
2010-12-27,,,0,12,,,,,,,2,,,
2010-12-28,,,0,6,,,,,,,2,,,
2010-12-29,,,0,14,,,,,,,6,,,
2010-12-30,,,0,21,,,,,,,1,,,
2010-12-31,,,0,21,,,,,,,5,,,
2011-01-01,,,0,25,,,,,,,4,,,
2011-01-02,,,0,31,,,,,,,11,,,
2011-01-03,,,0,27,,,,,,,3,,,
2011-01-04,,,0,29,,,,,,,10,,,
2011-01-05,,,0,46,,,,,,,11,,,
2011-01-06,,,0,37,,,,,,,7,,,
2011-01-07,,,0,30,,,,,,,5,,,
2011-01-08,,,0,6,,,,,,,0,,,
2011-01-09,,,0,15,,,,,,,1,,,
2011-01-10,,,0,41,,,,,,,1,,,
2011-01-11,,,0,41,,,,,,,0,,,
2011-01-12,,,0,42,,,,,,,2,,,
2011-01-13,,,0,41,,,,,,,1,,,
2011-01-14,,,0,39,,,,,,,1,,,
2011-01-15,,,0,13,,,,,,,2,,,
2011-01-16,,,0,12,,,,,,,1,,,
2011-01-17,,,0,25,,,,,,,1,,,
2011-01-18,,,0,35,,,,,,,3,,,
2011-01-19,,,0,51,,,,,,,0,,,
2011-01-20,,,0,38,,,,,,,0,,,
2011-01-21,,,0,40,,,,,,,0,,,
2011-01-22,,,0,6,,,,,,,1,,,
2011-01-23,,,0,4,,,,,,,1,,,
2011-01-24,,,0,33,,,,,,,0,,,
2011-01-25,,,0,31,,,,,,,0,,,
2011-01-26,,,0,44,,,,,,,0,,,
2011-01-27,,,0,42,,,,,,,0,,,
2011-01-28,,,0,33,,,,,,,0,,,
2011-01-29,,,0,19,,,,,,,3,,,
2011-01-30,,,0,11,,,,,,,4,,,
2011-01-31,,,0,38,,,,,,,0,,,
2011-02-01,,,0,37,,,,,,,2,,,
2011-02-02,,,0,17,,,,,,,1,,,
2011-02-03,,,0,36,,,,,,,0,,,
2011-02-04,,,0,45,,,,,,,0,,,
2011-02-05,,,0,16,,,,,,,2,,,
2011-02-06,,,0,26,,,,,,,1,,,
2011-02-07,,,0,38,,,,,,,1,,,
2011-02-08,,,0,29,,,,,,,0,,,
2011-02-09,,,0,38,,,,,,,5,,,
2011-02-10,,,0,30,,,,,,,0,,,
2011-02-11,,,0,33,,,,,,,0,,,
2011-02-12,,,0,8,,,,,,,1,,,
2011-02-13,,,0,22,,,,,,,0,,,
2011-02-14,,,0,28,,,,,,,0,,,
2011-02-15,,,0,26,,,,,,,0,,,
2011-02-16,,,0,26,,,,,,,0,,,
2011-02-17,,,0,31,,,,,,,1,,,
2011-02-18,,,0,42,,,,,,,0,,,
2011-02-19,,,0,8,,,,,,,0,,,
2011-02-20,,,0,8,,,,,,,0,,,
2011-02-21,,,0,28,,,,,,,0,,,
2011-02-22,,,0,28,,,,,,,0,,,
2011-02-23,,,0,33,,,,,,,0,,,
2011-02-24,,,0,38,,,,,,,1,,,
2011-02-25,,,0,42,,,,,,,2,,,
2011-02-26,,,0,14,,,,,,,1,,,
2011-02-27,,,0,23,,,,,,,0,,,
2011-02-28,,,0,15,,,,,,,0,,,
2011-03-01,,,0,35,,,,,,,2,,,
2011-03-02,,,0,36,,,,,,,0,,,
2011-03-03,,,0,30,,,,,,,0,,,
2011-03-04,,,0,42,,,,,,,1,,,
2011-03-05,,,0,10,,,,,,,0,,,
2011-03-06,,,0,5,,,,,,,0,,,
2011-03-07,,,0,26,,,,,,,0,,,
2011-03-08,,,0,29,,,,,,,0,,,
2011-03-09,,,0,38,,,,,,,0,,,
2011-03-10,,,0,13,,,,,,,0,,,
2011-03-11,,,0,13,,,,,,,0,,,
2011-03-12,,,0,19,,,,,,,0,,,
2011-03-13,,,0,10,,,,,,,0,,,
2011-03-14,,,0,42,,,,,,,2,,,
2011-03-15,,,0,42,,,,,,,0,,,
2011-03-16,,,0,30,,,,,,,1,,,
2011-03-17,,,52,62,,,,,,,1,,,
2011-03-18,,,221,49,,,,,,,2,,,
2011-03-19,,,149,48,,,,,,,0,,,
2011-03-20,,,211,112,,,,,,,5,,,
2011-03-21,,,153,22,,,,,,,1,,,
2011-03-22,,,208,50,,,,,,,1,,,
2011-03-23,,,240,62,,,,,,,6,,,
2011-03-24,,,300,105,,,,,,,1,,,
2011-03-25,,,230,50,,,,,,,3,,,
2011-03-26,,,156,42,,,,,,,6,,,
2011-03-27,,,133,67,,,,,,,4,,,
2011-03-28,,,280,71,,,,,,,2,,,
2011-03-29,,,350,120,,,,,,,19,,,
2011-03-30,,,446,202,,,,,,,61,,,
2011-03-31,,,413,133,,,,,,,51,,,
2011-04-01,,,414,179,0,,,,,,112,,,
2011-04-02,,,331,277,0,,,,,,266,,,
2011-04-03,,,442,392,0,,,,,,550,,,
2011-04-04,,,306,103,0,,,,,,138,,,
2011-04-05,,,462,159,0,,,,,,273,,,
2011-04-06,,,612,252,0,,,,,,570,,,
2011-04-07,,,744,317,0,,,,,,835,,,
2011-04-08,,,794,377,0,,,,,,1058,,,
2011-04-09,,,739,605,0,,,,,,1373,,,
2011-04-10,,,458,320,0,,,,,,820,,,
2011-04-11,,,450,180,0,,,,,,559,,,
2011-04-12,,,955,483,0,,,,,,1481,,,
2011-04-13,,,631,225,0,,,,,,757,,,
2011-04-14,,,821,440,0,,,,,,1077,,,
2011-04-15,,,784,346,0,,,,,,969,,,
2011-04-16,,,138,75,0,,,,,,78,,,
2011-04-17,,,176,140,0,,,,,,168,,,
2011-04-18,,,630,252,0,,,,,,852,,,
2011-04-19,,,887,388,0,,,,,,1246,,,
2011-04-20,,,209,58,0,,,,,,138,,,
2011-04-21,,,498,218,0,,,,,,560,,,
2011-04-22,,,750,693,0,,,,,,1459,,,
2011-04-23,,,287,233,0,,,,,,225,,,
2011-04-24,,,583,646,0,,,,,,1281,,,
2011-04-25,,,966,792,0,,,,,,1682,,,
2011-04-26,,,379,271,0,,,,,,560,,,
2011-04-27,,,698,471,0,,,,,,990,,,
2011-04-28,,,598,390,0,,,,,,680,,,
2011-04-29,,,788,375,0,,,,,,954,,,
2011-04-30,,,1102,1225,0,,,,,,2297,,,
2011-05-01,,,1040,1113,0,,,,,,2349,,,
2011-05-02,,,591,336,0,,,,,,844,,,
2011-05-03,,,753,353,0,,,,,,989,,,
2011-05-04,,,968,796,0,,,,,,897,,,
2011-05-05,,,1241,795,0,,,,,,1401,,,
2011-05-06,,,1199,910,0,,,,,,1740,,,
2011-05-07,,,1129,1290,0,,,,,,1807,,,
2011-05-08,,,1021,1053,0,,,,,,1683,,,
2011-05-09,,,1828,1296,0,,,,,,2888,,,
2011-05-10,,,1856,1440,0,,,,,,2929,,,
2011-05-11,,,1938,1428,0,,,,,,3051,,,
2011-05-12,,,2082,1705,0,,,,,,3107,,,
2011-05-13,,,1434,1179,0,,,,,,2085,,,
2011-05-14,,,162,166,0,,,,,,147,,,
2011-05-15,,,570,458,0,,,,,,580,,,
2011-05-16,,,604,345,0,,,,,,725,,,
2011-05-17,,,1099,852,0,,,,,,1249,,,
2011-05-18,,,1352,963,0,,,,,,1459,,,
2011-05-19,,,1122,908,0,,,,,,1164,,,
2011-05-20,,,1687,1215,0,,,,,,2144,,,
2011-05-21,,,2270,2284,0,,,,,,3203,,,
2011-05-22,,,1379,1060,0,,,,,,1414,,,
2011-05-23,,,1107,1180,0,,,,,,1419,,,
2011-05-24,,,1869,1294,0,,,,,,2529,,,
2011-05-25,,,2310,1920,0,,,,,,3371,,,
2011-05-26,,,1125,938,0,,,,,,982,,,
2011-05-27,,,587,488,0,,,,,,545,,,
2011-05-28,,,745,1010,0,,,,,,781,,,
2011-05-29,,,1046,1113,0,,,,,,1441,,,
2011-05-30,,,2071,1760,2064,,,,,,3835,,,
2011-05-31,,,2400,1872,2004,,,,,,3528,,,
2011-06-01,,,2090,1780,1791,,,,,,2959,,,
2011-06-02,,,1792,1206,1103,,,,,,2131,,,
2011-06-03,,,1951,1509,1754,,,,,,3055,,,
2011-06-04,,,1541,1611,1974,,,,,,2372,,,
2011-06-05,,,1515,1292,2092,,,,,,2155,,,
2011-06-06,,,2097,1798,2147,,,,,,3662,,,
2011-06-07,,,2219,1756,2096,,,,,,3499,,,
2011-06-08,,,1819,1318,1354,,,,,,2295,,,
2011-06-09,,,2009,1588,1607,,,,,,2512,,,
2011-06-10,,,2071,1864,1758,,,,,,3052,,,
2011-06-11,,,1175,1288,1326,,,,,,1707,,,
2011-06-12,,,1076,995,1598,,,,,,1568,,,
2011-06-13,,,1246,768,765,,,,,,1570,,,
2011-06-14,,,2459,2066,2191,,,,,,3421,,,
2011-06-15,,,2564,2286,2176,,,,,,3578,,,
2011-06-16,,,2642,2175,2152,,,,,,3409,,,
2011-06-17,,,2079,1617,1444,,,,,,2452,,,
2011-06-18,,,1670,1896,2210,,,,,,2562,,,
2011-06-19,,,1793,1623,2807,,,,,,3050,,,
2011-06-20,,,2392,1944,2108,,,,,,3548,,,
2011-06-21,,,2588,2427,2297,,,,,,3625,,,
2011-06-22,,,1890,1738,1372,,,,,,2410,,,
2011-06-23,,,1279,1297,926,,,,,,1326,,,
2011-06-24,,,630,632,519,,,,,,765,,,
2011-06-25,,,615,648,776,,,,,,638,,,
2011-06-26,,,1658,1389,2289,,,,,,2458,,,
2011-06-27,,,2419,2089,2299,,,,,,3782,,,
2011-06-28,,,1680,1626,1339,,,,,,2015,,,
2011-06-29,,,1616,1314,1045,,,,,,1932,,,
2011-06-30,,,2157,1980,1779,,,,,,2836,,,
2011-07-01,,,884,2868,3722,0,0,0,,,5797,,,
2011-07-02,,,1924,2103,2329,0,0,0,,,2662,,,
2011-07-03,,,1548,1292,2339,0,0,0,,,2177,,,
2011-07-04,,,2168,1819,2014,0,0,0,,,3420,,,
2011-07-05,,,2462,1879,2182,0,0,0,,,4502,,,
2011-07-06,,,1644,1330,1389,0,0,0,,,3116,,,
2011-07-07,,,2321,2144,2371,0,0,0,,,4503,,,
