location_name,location_id,count,day,day_of_year,day_of_week,MaxTemp,MeanTemp,MinTemp,SnowonGrndcm,TotalPrecipmm,TotalRainmm,TotalSnowcm
ALEX,2,2052,964,234,2.0,27.0,19.5,12.0,0.0,0.2,0.2,0.0
COBY,3,1766,964,234,2.0,27.0,19.5,12.0,0.0,0.2,0.2,0.0
CRTZ,4,1785,964,234,2.0,27.0,19.5,12.0,0.0,0.2,0.2,0.0
LBAY,5,610,964,234,2.0,27.0,19.5,12.0,0.0,0.2,0.2,0.0
LLYN,6,1621,964,234,2.0,27.0,19.5,12.0,0.0,0.2,0.2,0.0
LMET,7,2166,964,234,2.0,27.0,19.5,12.0,0.0,0.2,0.2,0.0
ORPY,10,2795,964,234,2.0,27.0,19.5,12.0,0.0,0.2,0.2,0.0
SOMO,13,444,964,234,2.0,27.0,19.5,12.0,0.0,0.2,0.2,0.0
ALEX,2,2047,965,235,3.0,27.5,21.0,14.4,0.0,0.0,0.0,0.0
COBY,3,1700,965,235,3.0,27.5,21.0,14.4,0.0,0.0,0.0,0.0
CRTZ,4,1517,965,235,3.0,27.5,21.0,14.4,0.0,0.0,0.0,0.0
LBAY,5,593,965,235,3.0,27.5,21.0,14.4,0.0,0.0,0.0,0.0
LLYN,6,1562,965,235,3.0,27.5,21.0,14.4,0.0,0.0,0.0,0.0
LMET,7,2111,965,235,3.0,27.5,21.0,14.4,0.0,0.0,0.0,0.0
ORPY,10,2651,965,235,3.0,27.5,21.0,14.4,0.0,0.0,0.0,0.0
SOMO,13,386,965,235,3.0,27.5,21.0,14.4,0.0,0.0,0.0,0.0
ALEX,2,2293,966,236,4.0,29.4,22.8,16.1,0.0,0.0,0.0,0.0
COBY,3,2105,966,236,4.0,29.4,22.8,16.1,0.0,0.0,0.0,0.0
CRTZ,4,2058,966,236,4.0,29.4,22.8,16.1,0.0,0.0,0.0,0.0
LBAY,5,686,966,236,4.0,29.4,22.8,16.1,0.0,0.0,0.0,0.0
LLYN,6,1678,966,236,4.0,29.4,22.8,16.1,0.0,0.0,0.0,0.0
LMET,7,2323,966,236,4.0,29.4,22.8,16.1,0.0,0.0,0.0,0.0
ORPY,10,3099,966,236,4.0,29.4,22.8,16.1,0.0,0.0,0.0,0.0
SOMO,13,441,966,236,4.0,29.4,22.8,16.1,0.0,0.0,0.0,0.0
ALEX,2,2122,967,237,5.0,32.5,24.4,16.2,0.0,0.0,0.0,0.0
COBY,3,1759,967,237,5.0,32.5,24.4,16.2,0.0,0.0,0.0,0.0
CRTZ,4,1651,967,237,5.0,32.5,24.4,16.2,0.0,0.0,0.0,0.0
LBAY,5,618,967,237,5.0,32.5,24.4,16.2,0.0,0.0,0.0,0.0
LLYN,6,1587,967,237,5.0,32.5,24.4,16.2,0.0,0.0,0.0,0.0
LMET,7,2161,967,237,5.0,32.5,24.4,16.2,0.0,0.0,0.0,0.0
ORPY,10,2502,967,237,5.0,32.5,24.4,16.2,0.0,0.0,0.0,0.0
SOMO,13,469,967,237,5.0,32.5,24.4,16.2,0.0,0.0,0.0,0.0
ALEX,2,1960,968,238,6.0,31.2,23.8,16.4,0.0,0.0,0.0,0.0
COBY,3,1807,968,238,6.0,31.2,23.8,16.4,0.0,0.0,0.0,0.0
CRTZ,4,1598,968,238,6.0,31.2,23.8,16.4,0.0,0.0,0.0,0.0
LBAY,5,591,968,238,6.0,31.2,23.8,16.4,0.0,0.0,0.0,0.0
LLYN,6,1454,968,238,6.0,31.2,23.8,16.4,0.0,0.0,0.0,0.0
LMET,7,2038,968,238,6.0,31.2,23.8,16.4,0.0,0.0,0.0,0.0
ORPY,10,2622,968,238,6.0,31.2,23.8,16.4,0.0,0.0,0.0,0.0
SOMO,13,451,968,238,6.0,31.2,23.8,16.4,0.0,0.0,0.0,0.0
ALEX,2,1385,969,239,0.0,24.9,22.1,19.2,0.0,8.6,8.6,0.0
COBY,3,1564,969,239,0.0,24.9,22.1,19.2,0.0,8.6,8.6,0.0
CRTZ,4,1638,969,239,0.0,24.9,22.1,19.2,0.0,8.6,8.6,0.0
LBAY,5,312,969,239,0.0,24.9,22.1,19.2,0.0,8.6,8.6,0.0
LLYN,6,616,969,239,0.0,24.9,22.1,19.2,0.0,8.6,8.6,0.0
LMET,7,1019,969,239,0.0,24.9,22.1,19.2,0.0,8.6,8.6,0.0
ORPY,10,2128,969,239,0.0,24.9,22.1,19.2,0.0,8.6,8.6,0.0
SOMO,13,325,969,239,0.0,24.9,22.1,19.2,0.0,8.6,8.6,0.0
ALEX,2,1544,970,240,1.0,22.8,20.8,18.8,0.0,0.0,0.0,0.0
COBY,3,1386,970,240,1.0,22.8,20.8,18.8,0.0,0.0,0.0,0.0
CRTZ,4,1831,970,240,1.0,22.8,20.8,18.8,0.0,0.0,0.0,0.0
LBAY,5,326,970,240,1.0,22.8,20.8,18.8,0.0,0.0,0.0,0.0
LLYN,6,683,970,240,1.0,22.8,20.8,18.8,0.0,0.0,0.0,0.0
LMET,7,1012,970,240,1.0,22.8,20.8,18.8,0.0,0.0,0.0,0.0
ORPY,10,2159,970,240,1.0,22.8,20.8,18.8,0.0,0.0,0.0,0.0
SOMO,13,272,970,240,1.0,22.8,20.8,18.8,0.0,0.0,0.0,0.0
ALEX,2,1441,971,241,2.0,24.5,16.3,8.1,0.0,0.0,0.0,0.0
COBY,3,1029,971,241,2.0,24.5,16.3,8.1,0.0,0.0,0.0,0.0
CRTZ,4,949,971,241,2.0,24.5,16.3,8.1,0.0,0.0,0.0,0.0
LBAY,5,546,971,241,2.0,24.5,16.3,8.1,0.0,0.0,0.0,0.0
LLYN,6,1275,971,241,2.0,24.5,16.3,8.1,0.0,0.0,0.0,0.0
LMET,7,1697,971,241,2.0,24.5,16.3,8.1,0.0,0.0,0.0,0.0
ORPY,10,1615,971,241,2.0,24.5,16.3,8.1,0.0,0.0,0.0,0.0
SOMO,13,396,971,241,2.0,24.5,16.3,8.1,0.0,0.0,0.0,0.0
ALEX,2,2248,972,242,3.0,31.1,21.1,11.1,0.0,0.0,0.0,0.0
COBY,3,1745,972,242,3.0,31.1,21.1,11.1,0.0,0.0,0.0,0.0
CRTZ,4,1729,972,242,3.0,31.1,21.1,11.1,0.0,0.0,0.0,0.0
LBAY,5,661,972,242,3.0,31.1,21.1,11.1,0.0,0.0,0.0,0.0
LLYN,6,1668,972,242,3.0,31.1,21.1,11.1,0.0,0.0,0.0,0.0
LMET,7,2289,972,242,3.0,31.1,21.1,11.1,0.0,0.0,0.0,0.0
ORPY,10,2863,972,242,3.0,31.1,21.1,11.1,0.0,0.0,0.0,0.0
SOMO,13,495,972,242,3.0,31.1,21.1,11.1,0.0,0.0,0.0,0.0
ALEX,2,2247,973,243,4.0,27.6,23.0,18.4,0.0,2.4,2.4,0.0
COBY,3,1815,973,243,4.0,27.6,23.0,18.4,0.0,2.4,2.4,0.0
CRTZ,4,1837,973,243,4.0,27.6,23.0,18.4,0.0,2.4,2.4,0.0
LBAY,5,701,973,243,4.0,27.6,23.0,18.4,0.0,2.4,2.4,0.0
LLYN,6,1702,973,243,4.0,27.6,23.0,18.4,0.0,2.4,2.4,0.0
LMET,7,2377,973,243,4.0,27.6,23.0,18.4,0.0,2.4,2.4,0.0
ORPY,10,2989,973,243,4.0,27.6,23.0,18.4,0.0,2.4,2.4,0.0
SOMO,13,490,973,243,4.0,27.6,23.0,18.4,0.0,2.4,2.4,0.0
ALEX,2,2192,974,244,5.0,25.1,20.3,15.5,0.0,0.0,0.0,0.0
COBY,3,1890,974,244,5.0,25.1,20.3,15.5,0.0,0.0,0.0,0.0
CRTZ,4,1681,974,244,5.0,25.1,20.3,15.5,0.0,0.0,0.0,0.0
LBAY,5,608,974,244,5.0,25.1,20.3,15.5,0.0,0.0,0.0,0.0
LLYN,6,1570,974,244,5.0,25.1,20.3,15.5,0.0,0.0,0.0,0.0
LMET,7,2264,974,244,5.0,25.1,20.3,15.5,0.0,0.0,0.0,0.0
ORPY,10,2739,974,244,5.0,25.1,20.3,15.5,0.0,0.0,0.0,0.0
SOMO,13,330,974,244,5.0,25.1,20.3,15.5,0.0,0.0,0.0,0.0
ALEX,2,1212,975,245,6.0,27.0,20.8,14.5,0.0,0.0,0.0,0.0
COBY,3,986,975,245,6.0,27.0,20.8,14.5,0.0,0.0,0.0,0.0
CRTZ,4,833,975,245,6.0,27.0,20.8,14.5,0.0,0.0,0.0,0.0
LBAY,5,385,975,245,6.0,27.0,20.8,14.5,0.0,0.0,0.0,0.0
LLYN,6,982,975,245,6.0,27.0,20.8,14.5,0.0,0.0,0.0,0.0
LMET,7,1426,975,245,6.0,27.0,20.8,14.5,0.0,0.0,0.0,0.0
ORPY,10,1326,975,245,6.0,27.0,20.8,14.5,0.0,0.0,0.0,0.0
SOMO,13,315,975,245,6.0,27.0,20.8,14.5,0.0,0.0,0.0,0.0
ALEX,2,1711,976,246,0.0,29.5,20.8,12.0,0.0,0.0,0.0,0.0
COBY,3,1875,976,246,0.0,29.5,20.8,12.0,0.0,0.0,0.0,0.0
CRTZ,4,1866,976,246,0.0,29.5,20.8,12.0,0.0,0.0,0.0,0.0
LBAY,5,264,976,246,0.0,29.5,20.8,12.0,0.0,0.0,0.0,0.0
LLYN,6,608,976,246,0.0,29.5,20.8,12.0,0.0,0.0,0.0,0.0
LMET,7,903,976,246,0.0,29.5,20.8,12.0,0.0,0.0,0.0,0.0
ORPY,10,2251,976,246,0.0,29.5,20.8,12.0,0.0,0.0,0.0,0.0
SOMO,13,330,976,246,0.0,29.5,20.8,12.0,0.0,0.0,0.0,0.0
ALEX,2,2044,977,247,1.0,26.0,23.0,19.9,0.0,13.8,13.8,0.0
COBY,3,1678,977,247,1.0,26.0,23.0,19.9,0.0,13.8,13.8,0.0
CRTZ,4,2121,977,247,1.0,26.0,23.0,19.9,0.0,13.8,13.8,0.0
LBAY,5,261,977,247,1.0,26.0,23.0,19.9,0.0,13.8,13.8,0.0
LLYN,6,590,977,247,1.0,26.0,23.0,19.9,0.0,13.8,13.8,0.0
LMET,7,856,977,247,1.0,26.0,23.0,19.9,0.0,13.8,13.8,0.0
ORPY,10,2311,977,247,1.0,26.0,23.0,19.9,0.0,13.8,13.8,0.0
SOMO,13,245,977,247,1.0,26.0,23.0,19.9,0.0,13.8,13.8,0.0
ALEX,2,2037,978,248,2.0,27.5,22.0,16.4,0.0,2.1,2.1,0.0
COBY,3,2232,978,248,2.0,27.5,22.0,16.4,0.0,2.1,2.1,0.0
CRTZ,4,2321,978,248,2.0,27.5,22.0,16.4,0.0,2.1,2.1,0.0
LBAY,5,290,978,248,2.0,27.5,22.0,16.4,0.0,2.1,2.1,0.0
LLYN,6,581,978,248,2.0,27.5,22.0,16.4,0.0,2.1,2.1,0.0
LMET,7,917,978,248,2.0,27.5,22.0,16.4,0.0,2.1,2.1,0.0
ORPY,10,3027,978,248,2.0,27.5,22.0,16.4,0.0,2.1,2.1,0.0
SOMO,13,220,978,248,2.0,27.5,22.0,16.4,0.0,2.1,2.1,0.0
ALEX,2,1343,979,249,3.0,28.1,23.1,18.1,0.0,0.0,0.0,0.0
COBY,3,984,979,249,3.0,28.1,23.1,18.1,0.0,0.0,0.0,0.0
CRTZ,4,860,979,249,3.0,28.1,23.1,18.1,0.0,0.0,0.0,0.0
LBAY,5,484,979,249,3.0,28.1,23.1,18.1,0.0,0.0,0.0,0.0
LLYN,6,1255,979,249,3.0,28.1,23.1,18.1,0.0,0.0,0.0,0.0
LMET,7,1678,979,249,3.0,28.1,23.1,18.1,0.0,0.0,0.0,0.0
ORPY,10,1536,979,249,3.0,28.1,23.1,18.1,0.0,0.0,0.0,0.0
SOMO,13,353,979,249,3.0,28.1,23.1,18.1,0.0,0.0,0.0,0.0
ALEX,2,1966,980,250,4.0,26.0,20.0,14.0,0.0,13.8,13.8,0.0
COBY,3,1561,980,250,4.0,26.0,20.0,14.0,0.0,13.8,13.8,0.0
CRTZ,4,1587,980,250,4.0,26.0,20.0,14.0,0.0,13.8,13.8,0.0
LBAY,5,619,980,250,4.0,26.0,20.0,14.0,0.0,13.8,13.8,0.0
LLYN,6,1561,980,250,4.0,26.0,20.0,14.0,0.0,13.8,13.8,0.0
LMET,7,2119,980,250,4.0,26.0,20.0,14.0,0.0,13.8,13.8,0.0
ORPY,10,2489,980,250,4.0,26.0,20.0,14.0,0.0,13.8,13.8,0.0
SOMO,13,485,980,250,4.0,26.0,20.0,14.0,0.0,13.8,13.8,0.0
ALEX,2,1814,981,251,5.0,21.1,19.1,17.0,0.0,30.0,30.0,0.0
COBY,3,1473,981,251,5.0,21.1,19.1,17.0,0.0,30.0,30.0,0.0
CRTZ,4,1413,981,251,5.0,21.1,19.1,17.0,0.0,30.0,30.0,0.0
LBAY,5,571,981,251,5.0,21.1,19.1,17.0,0.0,30.0,30.0,0.0
LLYN,6,1517,981,251,5.0,21.1,19.1,17.0,0.0,30.0,30.0,0.0
LMET,7,2083,981,251,5.0,21.1,19.1,17.0,0.0,30.0,30.0,0.0
ORPY,10,2131,981,251,5.0,21.1,19.1,17.0,0.0,30.0,30.0,0.0
SOMO,13,465,981,251,5.0,21.1,19.1,17.0,0.0,30.0,30.0,0.0
ALEX,2,1953,982,252,6.0,17.5,12.6,7.7,0.0,0.0,0.0,0.0
COBY,3,1564,982,252,6.0,17.5,12.6,7.7,0.0,0.0,0.0,0.0
CRTZ,4,1527,982,252,6.0,17.5,12.6,7.7,0.0,0.0,0.0,0.0
LBAY,5,627,982,252,6.0,17.5,12.6,7.7,0.0,0.0,0.0,0.0
LLYN,6,1638,982,252,6.0,17.5,12.6,7.7,0.0,0.0,0.0,0.0
LMET,7,2271,982,252,6.0,17.5,12.6,7.7,0.0,0.0,0.0,0.0
ORPY,10,2576,982,252,6.0,17.5,12.6,7.7,0.0,0.0,0.0,0.0
SOMO,13,479,982,252,6.0,17.5,12.6,7.7,0.0,0.0,0.0,0.0
ALEX,2,232,983,253,0.0,17.7,13.2,8.7,0.0,0.0,0.0,0.0
COBY,3,247,983,253,0.0,17.7,13.2,8.7,0.0,0.0,0.0,0.0
CRTZ,4,154,983,253,0.0,17.7,13.2,8.7,0.0,0.0,0.0,0.0
LBAY,5,112,983,253,0.0,17.7,13.2,8.7,0.0,0.0,0.0,0.0
LLYN,6,187,983,253,0.0,17.7,13.2,8.7,0.0,0.0,0.0,0.0
LMET,7,311,983,253,0.0,17.7,13.2,8.7,0.0,0.0,0.0,0.0
ORPY,10,92,983,253,0.0,17.7,13.2,8.7,0.0,0.0,0.0,0.0
SOMO,13,83,983,253,0.0,17.7,13.2,8.7,0.0,0.0,0.0,0.0
ALEX,2,1419,984,254,1.0,22.9,14.0,5.0,0.0,0.0,0.0,0.0
COBY,3,1338,984,254,1.0,22.9,14.0,5.0,0.0,0.0,0.0,0.0
CRTZ,4,1523,984,254,1.0,22.9,14.0,5.0,0.0,0.0,0.0,0.0
LBAY,5,224,984,254,1.0,22.9,14.0,5.0,0.0,0.0,0.0,0.0
LLYN,6,461,984,254,1.0,22.9,14.0,5.0,0.0,0.0,0.0,0.0
LMET,7,795,984,254,1.0,22.9,14.0,5.0,0.0,0.0,0.0,0.0
ORPY,10,1821,984,254,1.0,22.9,14.0,5.0,0.0,0.0,0.0,0.0
SOMO,13,248,984,254,1.0,22.9,14.0,5.0,0.0,0.0,0.0,0.0
ALEX,2,1974,985,255,2.0,27.1,18.3,9.4,0.0,0.0,0.0,0.0
COBY,3,1372,985,255,2.0,27.1,18.3,9.4,0.0,0.0,0.0,0.0
CRTZ,4,1194,985,255,2.0,27.1,18.3,9.4,0.0,0.0,0.0,0.0
LBAY,5,619,985,255,2.0,27.1,18.3,9.4,0.0,0.0,0.0,0.0
LLYN,6,1611,985,255,2.0,27.1,18.3,9.4,0.0,0.0,0.0,0.0
LMET,7,2252,985,255,2.0,27.1,18.3,9.4,0.0,0.0,0.0,0.0
ORPY,10,2160,985,255,2.0,27.1,18.3,9.4,0.0,0.0,0.0,0.0
SOMO,13,456,985,255,2.0,27.1,18.3,9.4,0.0,0.0,0.0,0.0
ALEX,2,2292,986,256,3.0,28.3,20.7,13.0,0.0,0.0,0.0,0.0
COBY,3,1689,986,256,3.0,28.3,20.7,13.0,0.0,0.0,0.0,0.0
CRTZ,4,1636,986,256,3.0,28.3,20.7,13.0,0.0,0.0,0.0,0.0
LBAY,5,671,986,256,3.0,28.3,20.7,13.0,0.0,0.0,0.0,0.0
LLYN,6,1755,986,256,3.0,28.3,20.7,13.0,0.0,0.0,0.0,0.0
LMET,7,2389,986,256,3.0,28.3,20.7,13.0,0.0,0.0,0.0,0.0
ORPY,10,2606,986,256,3.0,28.3,20.7,13.0,0.0,0.0,0.0,0.0
SOMO,13,482,986,256,3.0,28.3,20.7,13.0,0.0,0.0,0.0,0.0
ALEX,2,2400,987,257,4.0,19.8,17.6,15.4,0.0,14.9,14.9,0.0
COBY,3,1810,987,257,4.0,19.8,17.6,15.4,0.0,14.9,14.9,0.0
CRTZ,4,1735,987,257,4.0,19.8,17.6,15.4,0.0,14.9,14.9,0.0
LBAY,5,653,987,257,4.0,19.8,17.6,15.4,0.0,14.9,14.9,0.0
LLYN,6,1780,987,257,4.0,19.8,17.6,15.4,0.0,14.9,14.9,0.0
LMET,7,2449,987,257,4.0,19.8,17.6,15.4,0.0,14.9,14.9,0.0
ORPY,10,2893,987,257,4.0,19.8,17.6,15.4,0.0,14.9,14.9,0.0
SOMO,13,490,987,257,4.0,19.8,17.6,15.4,0.0,14.9,14.9,0.0
ALEX,2,2357,988,258,5.0,17.5,14.4,11.2,0.0,0.6,0.6,0.0
COBY,3,1900,988,258,5.0,17.5,14.4,11.2,0.0,0.6,0.6,0.0
CRTZ,4,1793,988,258,5.0,17.5,14.4,11.2,0.0,0.6,0.6,0.0
LBAY,5,698,988,258,5.0,17.5,14.4,11.2,0.0,0.6,0.6,0.0
LLYN,6,1840,988,258,5.0,17.5,14.4,11.2,0.0,0.6,0.6,0.0
LMET,7,2444,988,258,5.0,17.5,14.4,11.2,0.0,0.6,0.6,0.0
ORPY,10,2964,988,258,5.0,17.5,14.4,11.2,0.0,0.6,0.6,0.0
SOMO,13,527,988,258,5.0,17.5,14.4,11.2,0.0,0.6,0.6,0.0
ALEX,2,1234,989,259,6.0,18.2,10.9,3.6,0.0,0.0,0.0,0.0
COBY,3,890,989,259,6.0,18.2,10.9,3.6,0.0,0.0,0.0,0.0
CRTZ,4,645,989,259,6.0,18.2,10.9,3.6,0.0,0.0,0.0,0.0
LBAY,5,452,989,259,6.0,18.2,10.9,3.6,0.0,0.0,0.0,0.0
LLYN,6,1077,989,259,6.0,18.2,10.9,3.6,0.0,0.0,0.0,0.0
LMET,7,1545,989,259,6.0,18.2,10.9,3.6,0.0,0.0,0.0,0.0
ORPY,10,1219,989,259,6.0,18.2,10.9,3.6,0.0,0.0,0.0,0.0
SOMO,13,312,989,259,6.0,18.2,10.9,3.6,0.0,0.0,0.0,0.0
ALEX,2,1049,990,260,0.0,25.8,16.8,7.8,0.0,0.5,0.5,0.0
COBY,3,1171,990,260,0.0,25.8,16.8,7.8,0.0,0.5,0.5,0.0
CRTZ,4,1080,990,260,0.0,25.8,16.8,7.8,0.0,0.5,0.5,0.0
LBAY,5,279,990,260,0.0,25.8,16.8,7.8,0.0,0.5,0.5,0.0
LLYN,6,580,990,260,0.0,25.8,16.8,7.8,0.0,0.5,0.5,0.0
LMET,7,895,990,260,0.0,25.8,16.8,7.8,0.0,0.5,0.5,0.0
ORPY,10,1095,990,260,0.0,25.8,16.8,7.8,0.0,0.5,0.5,0.0
SOMO,13,333,990,260,0.0,25.8,16.8,7.8,0.0,0.5,0.5,0.0
ALEX,2,1448,991,261,1.0,18.9,16.7,14.4,0.0,27.3,27.3,0.0
COBY,3,1650,991,261,1.0,18.9,16.7,14.4,0.0,27.3,27.3,0.0
CRTZ,4,1574,991,261,1.0,18.9,16.7,14.4,0.0,27.3,27.3,0.0
LBAY,5,233,991,261,1.0,18.9,16.7,14.4,0.0,27.3,27.3,0.0
LLYN,6,514,991,261,1.0,18.9,16.7,14.4,0.0,27.3,27.3,0.0
LMET,7,814,991,261,1.0,18.9,16.7,14.4,0.0,27.3,27.3,0.0
ORPY,10,1919,991,261,1.0,18.9,16.7,14.4,0.0,27.3,27.3,0.0
SOMO,13,252,991,261,1.0,18.9,16.7,14.4,0.0,27.3,27.3,0.0
ALEX,2,2135,992,262,2.0,14.5,10.8,7.0,0.0,0.0,0.0,0.0
COBY,3,1544,992,262,2.0,14.5,10.8,7.0,0.0,0.0,0.0,0.0
CRTZ,4,1514,992,262,2.0,14.5,10.8,7.0,0.0,0.0,0.0,0.0
LBAY,5,670,992,262,2.0,14.5,10.8,7.0,0.0,0.0,0.0,0.0
LLYN,6,1732,992,262,2.0,14.5,10.8,7.0,0.0,0.0,0.0,0.0
LMET,7,2277,992,262,2.0,14.5,10.8,7.0,0.0,0.0,0.0,0.0
ORPY,10,2614,992,262,2.0,14.5,10.8,7.0,0.0,0.0,0.0,0.0
SOMO,13,455,992,262,2.0,14.5,10.8,7.0,0.0,0.0,0.0,0.0
ALEX,2,918,993,263,3.0,20.0,11.7,3.4,0.0,2.4,2.4,0.0
COBY,3,550,993,263,3.0,20.0,11.7,3.4,0.0,2.4,2.4,0.0
CRTZ,4,420,993,263,3.0,20.0,11.7,3.4,0.0,2.4,2.4,0.0
LBAY,5,314,993,263,3.0,20.0,11.7,3.4,0.0,2.4,2.4,0.0
LLYN,6,795,993,263,3.0,20.0,11.7,3.4,0.0,2.4,2.4,0.0
LMET,7,1054,993,263,3.0,20.0,11.7,3.4,0.0,2.4,2.4,0.0
ORPY,10,762,993,263,3.0,20.0,11.7,3.4,0.0,2.4,2.4,0.0
SOMO,13,231,993,263,3.0,20.0,11.7,3.4,0.0,2.4,2.4,0.0
ALEX,2,1867,994,264,4.0,17.0,15.0,13.0,0.0,17.2,17.2,0.0
COBY,3,1265,994,264,4.0,17.0,15.0,13.0,0.0,17.2,17.2,0.0
CRTZ,4,1119,994,264,4.0,17.0,15.0,13.0,0.0,17.2,17.2,0.0
LBAY,5,590,994,264,4.0,17.0,15.0,13.0,0.0,17.2,17.2,0.0
LLYN,6,1530,994,264,4.0,17.0,15.0,13.0,0.0,17.2,17.2,0.0
LMET,7,2171,994,264,4.0,17.0,15.0,13.0,0.0,17.2,17.2,0.0
ORPY,10,1903,994,264,4.0,17.0,15.0,13.0,0.0,17.2,17.2,0.0
SOMO,13,431,994,264,4.0,17.0,15.0,13.0,0.0,17.2,17.2,0.0
ALEX,2,1903,995,265,5.0,18.6,15.8,12.9,0.0,1.2,1.2,0.0
COBY,3,1467,995,265,5.0,18.6,15.8,12.9,0.0,1.2,1.2,0.0
CRTZ,4,1211,995,265,5.0,18.6,15.8,12.9,0.0,1.2,1.2,0.0
LBAY,5,595,995,265,5.0,18.6,15.8,12.9,0.0,1.2,1.2,0.0
LLYN,6,1542,995,265,5.0,18.6,15.8,12.9,0.0,1.2,1.2,0.0
LMET,7,2126,995,265,5.0,18.6,15.8,12.9,0.0,1.2,1.2,0.0
ORPY,10,2048,995,265,5.0,18.6,15.8,12.9,0.0,1.2,1.2,0.0
SOMO,13,425,995,265,5.0,18.6,15.8,12.9,0.0,1.2,1.2,0.0
ALEX,2,768,996,266,6.0,15.2,11.5,7.7,0.0,0.0,0.0,0.0
COBY,3,493,996,266,6.0,15.2,11.5,7.7,0.0,0.0,0.0,0.0
CRTZ,4,385,996,266,6.0,15.2,11.5,7.7,0.0,0.0,0.0,0.0
LBAY,5,279,996,266,6.0,15.2,11.5,7.7,0.0,0.0,0.0,0.0
LLYN,6,651,996,266,6.0,15.2,11.5,7.7,0.0,0.0,0.0,0.0
LMET,7,969,996,266,6.0,15.2,11.5,7.7,0.0,0.0,0.0,0.0
ORPY,10,665,996,266,6.0,15.2,11.5,7.7,0.0,0.0,0.0,0.0
SOMO,13,203,996,266,6.0,15.2,11.5,7.7,0.0,0.0,0.0,0.0
ALEX,2,595,997,267,0.0,16.2,8.6,1.0,0.0,0.8,0.8,0.0
COBY,3,674,997,267,0.0,16.2,8.6,1.0,0.0,0.8,0.8,0.0
CRTZ,4,487,997,267,0.0,16.2,8.6,1.0,0.0,0.8,0.8,0.0
LBAY,5,179,997,267,0.0,16.2,8.6,1.0,0.0,0.8,0.8,0.0
LLYN,6,360,997,267,0.0,16.2,8.6,1.0,0.0,0.8,0.8,0.0
LMET,7,582,997,267,0.0,16.2,8.6,1.0,0.0,0.8,0.8,0.0
ORPY,10,474,997,267,0.0,16.2,8.6,1.0,0.0,0.8,0.8,0.0
SOMO,13,205,997,267,0.0,16.2,8.6,1.0,0.0,0.8,0.8,0.0
ALEX,2,968,998,268,1.0,20.5,15.3,10.0,0.0,0.0,0.0,0.0
COBY,3,1084,998,268,1.0,20.5,15.3,10.0,0.0,0.0,0.0,0.0
CRTZ,4,1032,998,268,1.0,20.5,15.3,10.0,0.0,0.0,0.0,0.0
LBAY,5,217,998,268,1.0,20.5,15.3,10.0,0.0,0.0,0.0,0.0
LLYN,6,498,998,268,1.0,20.5,15.3,10.0,0.0,0.0,0.0,0.0
LMET,7,766,998,268,1.0,20.5,15.3,10.0,0.0,0.0,0.0,0.0
ORPY,10,1232,998,268,1.0,20.5,15.3,10.0,0.0,0.0,0.0,0.0
SOMO,13,235,998,268,1.0,20.5,15.3,10.0,0.0,0.0,0.0,0.0
ALEX,2,1685,999,269,2.0,20.7,16.6,12.4,0.0,0.0,0.0,0.0
COBY,3,1121,999,269,2.0,20.7,16.6,12.4,0.0,0.0,0.0,0.0
CRTZ,4,1041,999,269,2.0,20.7,16.6,12.4,0.0,0.0,0.0,0.0
LBAY,5,513,999,269,2.0,20.7,16.6,12.4,0.0,0.0,0.0,0.0
LLYN,6,1163,999,269,2.0,20.7,16.6,12.4,0.0,0.0,0.0,0.0
LMET,7,1887,999,269,2.0,20.7,16.6,12.4,0.0,0.0,0.0,0.0
ORPY,10,1809,999,269,2.0,20.7,16.6,12.4,0.0,0.0,0.0,0.0
SOMO,13,360,999,269,2.0,20.7,16.6,12.4,0.0,0.0,0.0,0.0
ALEX,2,1632,1000,270,3.0,15.0,9.8,4.5,0.0,0.0,0.0,0.0
COBY,3,1170,1000,270,3.0,15.0,9.8,4.5,0.0,0.0,0.0,0.0
CRTZ,4,1073,1000,270,3.0,15.0,9.8,4.5,0.0,0.0,0.0,0.0
LBAY,5,358,1000,270,3.0,15.0,9.8,4.5,0.0,0.0,0.0,0.0
LLYN,6,1284,1000,270,3.0,15.0,9.8,4.5,0.0,0.0,0.0,0.0
LMET,7,1912,1000,270,3.0,15.0,9.8,4.5,0.0,0.0,0.0,0.0
ORPY,10,1752,1000,270,3.0,15.0,9.8,4.5,0.0,0.0,0.0,0.0
SOMO,13,411,1000,270,3.0,15.0,9.8,4.5,0.0,0.0,0.0,0.0
ALEX,2,1555,1001,271,4.0,16.7,9.6,2.4,0.0,nan,nan,nan
COBY,3,1058,1001,271,4.0,16.7,9.6,2.4,0.0,nan,nan,nan
CRTZ,4,897,1001,271,4.0,16.7,9.6,2.4,0.0,nan,nan,nan
LBAY,5,403,1001,271,4.0,16.7,9.6,2.4,0.0,nan,nan,nan
LLYN,6,1164,1001,271,4.0,16.7,9.6,2.4,0.0,nan,nan,nan
LMET,7,1880,1001,271,4.0,16.7,9.6,2.4,0.0,nan,nan,nan
ORPY,10,1464,1001,271,4.0,16.7,9.6,2.4,0.0,nan,nan,nan
SOMO,13,397,1001,271,4.0,16.7,9.6,2.4,0.0,nan,nan,nan
ALEX,2,1849,1002,272,5.0,17.7,10.1,2.5,nan,nan,nan,nan
COBY,3,1289,1002,272,5.0,17.7,10.1,2.5,nan,nan,nan,nan
