location_name,location_id,count,day,day_of_year,day_of_week,MaxTemp,MeanTemp,MinTemp,SnowonGrndcm,TotalPrecipmm,TotalRainmm,TotalSnowcm
SOMO,13,138,2261,70,4.0,4.0,1.4,-1.2,18.0,0.0,0.0,0.0
ADAWE BIKE,0,144,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
ADAWE PED,1,671,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
ALEX,2,6,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
COBY,3,131,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
CRTZ,4,60,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
LLYN,6,235,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
LMET,7,354,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
OBVW,8,0,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
OGLD,9,107,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
ORPY,10,0,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
OYNG,11,104,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
SOMO,13,136,2262,71,5.0,9.7,2.4,-5.0,16.0,0.0,0.0,0.0
ADAWE BIKE,0,213,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
ADAWE PED,1,986,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
ALEX,2,27,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
COBY,3,141,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
CRTZ,4,82,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
LLYN,6,260,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
LMET,7,419,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
OBVW,8,1,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
OGLD,9,106,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
ORPY,10,0,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
OYNG,11,108,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
SOMO,13,164,2263,72,6.0,9.0,4.9,0.7,10.0,0.0,0.0,0.0
ADAWE BIKE,0,204,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
ADAWE PED,1,1364,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
ALEX,2,67,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
COBY,3,151,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
CRTZ,4,136,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
LLYN,6,132,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
LMET,7,204,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
OBVW,8,3,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
OGLD,9,117,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
ORPY,10,0,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
OYNG,11,109,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
SOMO,13,140,2264,73,0.0,2.9,1.3,-0.3,4.0,0.0,0.0,0.0
ADAWE BIKE,0,240,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
ADAWE PED,1,1626,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
ALEX,2,119,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
COBY,3,188,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
CRTZ,4,127,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
LLYN,6,120,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
LMET,7,202,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
OBVW,8,6,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
OGLD,9,157,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
ORPY,10,0,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
OYNG,11,155,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
SOMO,13,154,2265,74,1.0,4.4,2.7,1.0,3.0,7.6,7.6,0.0
ADAWE BIKE,0,147,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
ADAWE PED,1,467,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
ALEX,2,99,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
COBY,3,122,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
CRTZ,4,42,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
LLYN,6,207,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
LMET,7,318,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
OBVW,8,1,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
OGLD,9,82,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
ORPY,10,1,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
OYNG,11,74,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
SOMO,13,114,2266,75,2.0,7.0,4.8,2.5,3.0,9.4,9.4,0.0
ADAWE BIKE,0,209,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
ADAWE PED,1,699,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
ALEX,2,193,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
COBY,3,132,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
CRTZ,4,64,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
LLYN,6,296,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
LMET,7,433,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
OBVW,8,1,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
OGLD,9,85,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
ORPY,10,0,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
OYNG,11,87,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
SOMO,13,144,2267,76,3.0,9.4,5.3,1.1,0.0,2.6,2.6,0.0
ADAWE BIKE,0,224,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
ADAWE PED,1,871,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
ALEX,2,296,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
COBY,3,203,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
CRTZ,4,82,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
LLYN,6,338,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
LMET,7,479,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
OBVW,8,7,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
OGLD,9,101,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
ORPY,10,0,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
OYNG,11,123,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
SOMO,13,176,2268,77,4.0,1.2,0.1,-1.0,0.0,0.0,0.0,0.0
ADAWE BIKE,0,261,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
ADAWE PED,1,1089,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
ALEX,2,363,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
COBY,3,252,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
CRTZ,4,150,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
LLYN,6,362,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
LMET,7,515,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
OBVW,8,25,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
OGLD,9,141,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
ORPY,10,1,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
OYNG,11,138,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
SOMO,13,208,2269,78,5.0,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0
ADAWE BIKE,0,274,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
ADAWE PED,1,919,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
ALEX,2,337,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
COBY,3,237,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
CRTZ,4,116,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
LLYN,6,362,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
LMET,7,500,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
OBVW,8,18,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
OGLD,9,113,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
ORPY,10,0,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
OYNG,11,137,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
SOMO,13,204,2270,79,6.0,1.2,-3.5,-8.2,0.0,0.0,0.0,0.0
ADAWE BIKE,0,197,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
ADAWE PED,1,964,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
ALEX,2,166,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
COBY,3,130,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
CRTZ,4,95,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
LLYN,6,120,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
LMET,7,200,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
OBVW,8,21,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
OGLD,9,76,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
ORPY,10,0,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
OYNG,11,82,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
SOMO,13,128,2271,80,0.0,4.0,-1.9,-7.8,0.0,0.0,0.0,0.0
ADAWE BIKE,0,246,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
ADAWE PED,1,1356,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
ALEX,2,174,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
COBY,3,174,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
CRTZ,4,172,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
LLYN,6,114,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
LMET,7,192,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
OBVW,8,24,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
OGLD,9,93,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
ORPY,10,3,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
OYNG,11,90,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
SOMO,13,120,2272,81,1.0,5.0,-0.5,-6.0,0.0,3.6,0.2,3.4
ADAWE BIKE,0,302,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
ADAWE PED,1,1058,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
ALEX,2,405,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
COBY,3,260,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
CRTZ,4,159,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
LLYN,6,406,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
LMET,7,575,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
OBVW,8,18,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
OGLD,9,137,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
ORPY,10,1,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
OYNG,11,151,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
SOMO,13,216,2273,82,2.0,3.0,0.8,-1.5,3.0,0.2,0.0,0.2
ADAWE BIKE,0,271,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
ADAWE PED,1,932,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
ALEX,2,387,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
COBY,3,264,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
CRTZ,4,142,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
LLYN,6,385,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
LMET,7,574,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
OBVW,8,12,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
OGLD,9,126,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
ORPY,10,13,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
OYNG,11,133,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
SOMO,13,232,2274,83,3.0,-0.5,-3.8,-7.0,0.0,14.4,9.4,5.0
ADAWE BIKE,0,258,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
ADAWE PED,1,935,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
ALEX,2,375,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
COBY,3,220,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
CRTZ,4,124,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
LLYN,6,337,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
LMET,7,500,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
OBVW,8,7,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
OGLD,9,124,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
ORPY,10,7,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
OYNG,11,131,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
SOMO,13,200,2275,84,4.0,0.0,-3.0,-6.0,4.0,0.0,0.0,0.0
ADAWE BIKE,0,77,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
ADAWE PED,1,360,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
ALEX,2,139,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
COBY,3,76,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
CRTZ,4,36,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
LLYN,6,109,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
LMET,7,194,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
OBVW,8,1,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
OGLD,9,50,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
ORPY,10,3,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
OYNG,11,57,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
SOMO,13,30,2276,85,5.0,6.0,-1.3,-8.5,4.0,0.0,0.0,0.0
ADAWE BIKE,0,55,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
ADAWE PED,1,521,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
ALEX,2,47,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
COBY,3,16,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
CRTZ,4,5,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
LLYN,6,24,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
LMET,7,45,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
OBVW,8,0,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
OGLD,9,13,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
ORPY,10,0,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
OYNG,11,26,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
SOMO,13,34,2277,86,6.0,12.5,4.8,-3.0,0.0,8.0,8.0,0.0
ADAWE BIKE,0,131,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
ADAWE PED,1,1143,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
ALEX,2,115,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
COBY,3,107,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
CRTZ,4,58,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
LLYN,6,65,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
LMET,7,119,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
OBVW,8,10,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
OGLD,9,39,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
ORPY,10,3,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
OYNG,11,45,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
SOMO,13,112,2278,87,0.0,6.0,4.3,2.5,0.0,13.0,13.0,0.0
ADAWE BIKE,0,298,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
ADAWE PED,1,2014,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
ALEX,2,323,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
COBY,3,283,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
CRTZ,4,232,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
LLYN,6,90,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
LMET,7,157,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
OBVW,8,82,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
OGLD,9,151,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
ORPY,10,42,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
OYNG,11,143,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
SOMO,13,142,2279,88,1.0,6.0,1.5,-3.0,0.0,0.0,0.0,0.0
ADAWE BIKE,0,75,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
ADAWE PED,1,318,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
ALEX,2,76,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
COBY,3,42,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
CRTZ,4,34,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
LLYN,6,58,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
LMET,7,66,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
OBVW,8,2,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
OGLD,9,17,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
ORPY,10,3,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
OYNG,11,20,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
SOMO,13,54,2280,89,2.0,10.5,3.3,-4.0,0.0,14.6,14.6,0.0
ADAWE BIKE,0,386,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
ADAWE PED,1,1061,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
ALEX,2,472,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
COBY,3,314,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
CRTZ,4,179,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
LLYN,6,423,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
LMET,7,621,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
OBVW,8,45,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
OGLD,9,204,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
ORPY,10,77,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
OYNG,11,180,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
SOMO,13,270,2281,90,3.0,14.5,9.0,3.5,0.0,8.4,8.4,0.0
ADAWE BIKE,0,475,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
ADAWE PED,1,1228,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
ALEX,2,630,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
COBY,3,444,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
CRTZ,4,299,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
LLYN,6,605,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
LMET,7,848,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
OBVW,8,89,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
OGLD,9,287,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
ORPY,10,183,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
OYNG,11,270,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
SOMO,13,360,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
ADAWE BIKE,0,474,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
ADAWE PED,1,1125,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
ALEX,2,625,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
COBY,3,429,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
CRTZ,4,287,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
LLYN,6,580,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
LMET,7,745,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
OBVW,8,93,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
OGLD,9,227,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
ORPY,10,364,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
OYNG,11,256,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
SOMO,13,320,2282,91,4.0,12.5,10.3,8.0,0.0,0.0,0.0,0.0
ADAWE BIKE,0,166,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
ADAWE PED,1,550,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
ALEX,2,252,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
COBY,3,165,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
CRTZ,4,89,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
LLYN,6,275,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
LMET,7,410,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
OBVW,8,11,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
OGLD,9,89,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
ORPY,10,69,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
OYNG,11,76,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
SOMO,13,174,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
ADAWE BIKE,0,314,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
ADAWE PED,1,1139,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
ALEX,2,245,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
COBY,3,240,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
CRTZ,4,196,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
LLYN,6,141,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
LMET,7,252,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
OBVW,8,60,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
OGLD,9,135,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
ORPY,10,202,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
OYNG,11,127,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
SOMO,13,154,2283,92,5.0,6.0,2.8,-0.5,0.0,1.0,1.0,0.0
ADAWE BIKE,0,138,2284,93,6.0,-5.0,-7.8,-10.5,0.0,0.0,0.0,0.0
ADAWE PED,1,687,2284,93,6.0,-5.0,-7.8,-10.5,0.0,0.0,0.0,0.0
ALEX,2,149,2284,93,6.0,-5.0,-7.8,-10.5,0.0,0.0,0.0,0.0
